league,season,team,player_name,nation,pos,age,born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Int,Tkl+Int,Clr,Blocks_Blocks,Challenges_Tkl%,Challenges_Lost,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_PrgDist,KP,Expected_xA,1/3,PPA,PrgP,Short_Cmp%,Medium_Cmp%,Long_Cmp%,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Outcomes_Blocks,Outcomes_Off,player_id
ENG-Premier League,25/26,Leeds United,Brenden Aaronson,USA,"MF,FW",25-200,2000,34,27,2239,24.9,4,5,9,4,0,0,2,0,,,,,,,,0.16,0.20,0.36,0.16,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brenden_aaronson_leeds_united
ENG-Premier League,25/26,Nott'ham Forest,Zach Abbott,ENG,DF,19-362,2006,3,2,164,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zach_abbott_nott_ham_forest
ENG-Premier League,25/26,Aston Villa,Tammy Abraham,ENG,FW,28-220,1997,12,2,286,3.2,2,0,2,2,0,0,0,0,,,,,,,,0.63,0.00,0.63,0.63,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tammy_abraham_aston_villa
ENG-Premier League,25/26,Chelsea,Joshua Acheampong,ENG,DF,20-005,2006,15,7,587,6.5,1,0,1,1,0,0,1,0,,,,,,,,0.15,0.00,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joshua_acheampong_chelsea
ENG-Premier League,25/26,Bournemouth,Tyler Adams,USA,MF,27-085,1999,23,19,1593,17.7,2,2,4,2,0,0,7,0,,,,,,,,0.11,0.11,0.23,0.11,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyler_adams_bournemouth
ENG-Premier League,25/26,Chelsea,Tosin Adarabioyo,ENG,DF,28-228,1997,16,8,795,8.8,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tosin_adarabioyo_chelsea
ENG-Premier League,25/26,Sunderland,Simon Adingra,CIV,"MF,FW",24-129,2002,14,9,653,7.3,1,0,1,1,0,0,2,0,,,,,,,,0.14,0.00,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simon_adingra_sunderland
ENG-Premier League,25/26,Bournemouth,Amine Adli,MAR,MF,26-000,2000,30,10,1076,12.0,3,1,4,3,0,0,2,0,,,,,,,,0.25,0.08,0.33,0.25,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amine_adli_bournemouth
ENG-Premier League,25/26,Wolves,Emmanuel Agbadou,CIV,DF,28-327,1997,14,12,1101,12.2,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emmanuel_agbadou_wolves
ENG-Premier League,25/26,West Ham,Nayef Aguerd,MAR,DF,30-041,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nayef_aguerd_west_ham
ENG-Premier League,25/26,Nott'ham Forest,Ola Aina,NGA,DF,29-214,1996,18,18,1588,17.6,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ola_aina_nott_ham_forest
ENG-Premier League,25/26,Manchester City,Rayan Aït-Nouri,ALG,DF,24-338,2001,15,11,870,9.7,0,2,2,0,0,0,2,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rayan_ait_nouri_manchester_city
ENG-Premier League,25/26,Brentford,Kristoffer Ajer,NOR,DF,28-023,1998,26,19,1729,19.2,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kristoffer_ajer_brentford
ENG-Premier League,25/26,Manchester City,Nathan Aké,NED,DF,31-081,1995,16,5,586,6.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nathan_ake_manchester_city
ENG-Premier League,25/26,Everton,Carlos Alcaraz,ARG,MF,23-161,2002,18,6,681,7.6,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.13,0.13,0.00,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carlos_alcaraz_everton
ENG-Premier League,25/26,Sunderland,Omar Alderete,PAR,DF,29-135,1996,32,31,2776,30.8,1,1,2,1,0,0,6,0,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omar_alderete_sunderland
ENG-Premier League,25/26,Liverpool,Alisson,BRA,GK,33-220,1992,25,25,2250,25.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alisson_liverpool
ENG-Premier League,25/26,Manchester City,Max Alleyne,ENG,DF,20-293,2005,2,2,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_alleyne_manchester_city
ENG-Premier League,25/26,Burnley,Jaydon Amauri Banel,NED,"FW,MF",21-203,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaydon_amauri_banel_burnley
ENG-Premier League,25/26,Burnley,Zeki Amdouni,SUI,"FW,MF",25-157,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zeki_amdouni_burnley
ENG-Premier League,25/26,Leeds United,Ethan Ampadu,WAL,MF,25-238,2000,32,32,2849,31.7,1,1,2,1,0,0,9,0,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ethan_ampadu_leeds_united
ENG-Premier League,25/26,Fulham,Joachim Andersen,DEN,DF,29-344,1996,33,33,2875,31.9,0,1,1,0,0,0,7,1,,,,,,,,0.00,0.03,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joachim_andersen_fulham
ENG-Premier League,25/26,Nott'ham Forest,Elliot Anderson,ENG,MF,23-185,2002,35,34,3087,34.3,3,2,5,2,1,1,7,0,,,,,,,,0.09,0.06,0.15,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elliot_anderson_nott_ham_forest
ENG-Premier League,25/26,Wolves,André,BRA,MF,24-298,2001,33,28,2582,28.7,1,0,1,1,0,0,11,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andre_wolves
ENG-Premier League,25/26,Sunderland,Nilson Angulo,ECU,MF,22-325,2003,6,3,268,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nilson_angulo_sunderland
ENG-Premier League,25/26,Burnley,Jaidon Anthony,ENG,MF,26-160,1999,34,29,2462,27.4,7,2,9,7,0,0,4,0,,,,,,,,0.26,0.07,0.33,0.26,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaidon_anthony_burnley
ENG-Premier League,25/26,West Ham,Alphonse Areola,FRA,GK,33-072,1993,20,20,1800,20.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alphonse_areola_west_ham
ENG-Premier League,25/26,Wolves,Jhon Arias,COL,"FW,MF",28-231,1997,23,14,1124,12.5,1,0,1,1,0,0,1,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jhon_arias_wolves
ENG-Premier League,25/26,Wolves,Adam Armstrong,ENG,"FW,MF",29-089,1997,12,12,996,11.1,1,2,3,1,0,0,3,0,,,,,,,,0.09,0.18,0.27,0.09,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adam_armstrong_wolves
ENG-Premier League,25/26,Everton,Harrison Armstrong,ENG,MF,19-111,2007,12,6,500,5.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harrison_armstrong_everton
ENG-Premier League,25/26,Wolves,Tolu Arokodare,NGA,FW,25-168,2000,31,13,1375,15.3,3,1,4,3,0,1,1,0,,,,,,,,0.20,0.07,0.26,0.20,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolu_arokodare_wolves
ENG-Premier League,25/26,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,28-271,1997,14,2,372,4.1,4,1,5,4,0,0,1,0,,,,,,,,0.97,0.24,1.21,0.97,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taiwo_awoniyi_nott_ham_forest
ENG-Premier League,25/26,Brighton,Yasin Ayari,SWE,MF,22-216,2003,28,20,1920,21.3,3,3,6,3,0,0,1,0,,,,,,,,0.14,0.14,0.28,0.14,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yasin_ayari_brighton
ENG-Premier League,25/26,Chelsea,Benoît Badiashile,FRA,DF,25-045,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benoit_badiashile_chelsea
ENG-Premier League,25/26,Aston Villa,Leon Bailey,JAM,MF,28-274,1997,11,2,363,4.0,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.25,0.25,0.00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leon_bailey_aston_villa
ENG-Premier League,25/26,Nott'ham Forest,Dilane Bakwa,FRA,MF,23-257,2002,12,5,469,5.2,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.38,0.38,0.00,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dilane_bakwa_nott_ham_forest
ENG-Premier League,25/26,Brighton,Carlos Baleba,CMR,MF,22-127,2004,29,22,1539,17.1,0,0,0,0,0,0,5,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carlos_baleba_brighton
ENG-Premier League,25/26,Sunderland,Daniel Ballard,NIR,DF,26-230,1999,29,24,2149,23.9,2,0,2,2,0,0,4,1,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daniel_ballard_sunderland
ENG-Premier League,25/26,Aston Villa,Ross Barkley,ENG,MF,32-156,1993,18,5,648,7.2,2,0,2,2,0,0,1,0,,,,,,,,0.28,0.00,0.28,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ross_barkley_aston_villa
ENG-Premier League,25/26,Burnley,Ashley Barnes,ENG,"FW,MF",36-192,1989,6,0,40,0.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ashley_barnes_burnley
ENG-Premier League,25/26,Newcastle Utd,Harvey Barnes,ENG,"FW,MF",28-152,1997,34,18,1817,20.2,6,0,6,6,0,0,1,0,,,,,,,,0.30,0.00,0.30,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harvey_barnes_newcastle_utd
ENG-Premier League,25/26,Everton,Thierno Barry,FRA,FW,23-201,2002,35,20,1792,19.9,8,0,8,8,0,0,3,0,,,,,,,,0.40,0.00,0.40,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thierno_barry_everton
ENG-Premier League,25/26,Fulham,Calvin Bassey,NGA,DF,26-130,1999,28,26,2354,26.2,1,0,1,1,0,0,5,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calvin_bassey_fulham
ENG-Premier League,25/26,Manchester Utd,Altay Bayındır,TUR,GK,28-026,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,altay_bay_nd_r_manchester_utd
ENG-Premier League,25/26,Wolves,Jean-Ricner Bellegarde,HAI,"MF,FW",27-317,1998,25,15,1236,13.7,1,1,2,1,0,0,5,0,,,,,,,,0.07,0.07,0.15,0.07,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jean_ricner_bellegarde_wolves
ENG-Premier League,25/26,Crystal Palace,Walter Benítez,ARG,GK,33-111,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walter_benitez_crystal_palace
ENG-Premier League,25/26,Tottenham,Rodrigo Bentancur,URU,MF,28-319,1997,23,20,1632,18.1,1,1,2,1,0,0,7,0,,,,,,,,0.06,0.06,0.11,0.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rodrigo_bentancur_tottenham
ENG-Premier League,25/26,Wolves,Daniel Bentley,ENG,GK,32-301,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daniel_bentley_wolves
ENG-Premier League,25/26,Fulham,Sander Berge,NOR,MF,28-085,1998,33,32,2770,30.8,0,1,1,0,0,0,5,0,,,,,,,,0.00,0.03,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sander_berge_fulham
ENG-Premier League,25/26,Tottenham,Lucas Bergvall,SWE,MF,20-097,2006,22,11,955,10.6,1,3,4,1,0,0,2,0,,,,,,,,0.09,0.28,0.38,0.09,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lucas_bergvall_tottenham
ENG-Premier League,25/26,Everton,Beto,GNB,FW,28-099,1998,34,15,1420,15.8,8,1,9,8,0,0,3,0,,,,,,,,0.51,0.06,0.57,0.51,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beto_everton
ENG-Premier League,25/26,Leeds United,Jaka Bijol,SVN,DF,27-094,1999,22,18,1641,18.2,1,2,3,1,0,0,3,0,,,,,,,,0.05,0.11,0.16,0.05,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaka_bijol_leeds_united
ENG-Premier League,25/26,Tottenham,Yves Bissouma,MLI,MF,29-253,1996,11,7,603,6.7,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yves_bissouma_tottenham
ENG-Premier League,25/26,Aston Villa,Marco Bizot,NED,GK,35-061,1991,6,5,495,5.5,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marco_bizot_aston_villa
ENG-Premier League,25/26,Manchester City,Oscar Bobb,NOR,"MF,FW",22-302,2003,9,5,468,5.2,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.19,0.19,0.00,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oscar_bobb_manchester_city
ENG-Premier League,25/26,Fulham,Oscar Bobb,NOR,MF,22-302,2003,12,4,422,4.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oscar_bobb_fulham
ENG-Premier League,25/26,Aston Villa,Lamare Bogarde,NED,"MF,DF",22-125,2004,26,10,970,10.8,0,0,0,0,0,0,5,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamare_bogarde_aston_villa
ENG-Premier League,25/26,Leeds United,Jayden Bogle,ENG,"MF,DF",25-287,2000,33,31,2716,30.2,1,2,3,1,0,0,6,0,,,,,,,,0.03,0.07,0.10,0.03,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jayden_bogle_leeds_united
ENG-Premier League,25/26,Leeds United,Sebastiaan Bornauw,BEL,DF,27-049,1999,9,4,304,3.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebastiaan_bornauw_leeds_united
ENG-Premier League,25/26,Brighton,Olivier Boscagli,FRA,DF,28-173,1997,12,9,802,8.9,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.11,0.11,0.00,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olivier_boscagli_brighton
ENG-Premier League,25/26,Newcastle Utd,Sven Botman,NED,DF,26-118,2000,22,18,1565,17.4,1,1,2,1,0,0,2,0,,,,,,,,0.06,0.06,0.12,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sven_botman_newcastle_utd
ENG-Premier League,25/26,West Ham,Jarrod Bowen,ENG,"MF,FW",29-141,1996,35,35,3133,34.8,8,10,18,7,1,1,4,0,,,,,,,,0.23,0.29,0.52,0.20,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarrod_bowen_west_ham
ENG-Premier League,25/26,Liverpool,Conor Bradley,NIR,DF,22-305,2003,15,12,929,10.3,0,1,1,0,0,0,5,0,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conor_bradley_liverpool
ENG-Premier League,25/26,Everton,Jarrad Branthwaite,ENG,DF,23-317,2002,10,7,680,7.6,1,0,1,1,0,0,1,0,,,,,,,,0.13,0.00,0.13,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarrad_branthwaite_everton
ENG-Premier League,25/26,Sunderland,Brian Brobbey,NED,FW,24-098,2002,29,20,1791,19.9,6,1,7,6,0,0,6,0,,,,,,,,0.30,0.05,0.35,0.30,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brian_brobbey_sunderland
ENG-Premier League,25/26,Burnley,Armando Broja,ALB,FW,24-242,2001,24,8,860,9.6,1,1,2,1,0,0,0,0,,,,,,,,0.10,0.10,0.21,0.10,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armando_broja_burnley
ENG-Premier League,25/26,Bournemouth,David Brooks,WAL,MF,28-306,1997,30,13,1197,13.3,1,3,4,1,0,0,7,0,,,,,,,,0.08,0.23,0.30,0.08,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,david_brooks_bournemouth
ENG-Premier League,25/26,Burnley,Jacob Bruun Larsen,DEN,"MF,FW",27-233,1998,25,10,1011,11.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacob_bruun_larsen_burnley
ENG-Premier League,25/26,Aston Villa,Emi Buendía,ARG,MF,29-136,1996,33,19,1564,17.4,6,2,8,6,0,0,6,0,,,,,,,,0.35,0.12,0.46,0.35,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emi_buendia_aston_villa
ENG-Premier League,25/26,Wolves,Hugo Bueno,ESP,"MF,DF",23-234,2002,33,26,2343,26.0,1,2,3,1,0,0,3,0,,,,,,,,0.04,0.08,0.12,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hugo_bueno_wolves
ENG-Premier League,25/26,Wolves,Santiago Bueno,URU,DF,27-182,1998,27,26,2373,26.4,3,1,4,3,0,0,4,0,,,,,,,,0.11,0.04,0.15,0.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santiago_bueno_wolves
ENG-Premier League,25/26,Chelsea,Facundo Buonanotte,ARG,MF,21-138,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facundo_buonanotte_chelsea
ENG-Premier League,25/26,Leeds United,Facundo Buonanotte,ARG,MF,21-138,2004,2,0,26,0.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facundo_buonanotte_leeds_united
ENG-Premier League,25/26,Newcastle Utd,Dan Burn,ENG,DF,34-001,1992,26,23,2010,22.3,1,2,3,1,0,0,11,1,,,,,,,,0.04,0.09,0.13,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dan_burn_newcastle_utd
ENG-Premier League,25/26,Aston Villa,Bradley Burrowes,ENG,MF,18-067,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bradley_burrowes_aston_villa
ENG-Premier League,25/26,Tottenham,Jun'ai Byfield,ENG,DF,17-155,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jun_ai_byfield_tottenham
ENG-Premier League,25/26,Leeds United,Sam Byram,ENG,"DF,MF",32-236,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam_byram_leeds_united
ENG-Premier League,25/26,Chelsea,Moisés Caicedo,ECU,MF,24-189,2001,31,30,2621,29.1,3,1,4,3,0,0,11,1,,,,,,,,0.10,0.03,0.14,0.10,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moises_caicedo_chelsea
ENG-Premier League,25/26,Fulham,Tom Cairney,SCO,MF,35-110,1991,23,6,744,8.3,1,0,1,1,0,0,3,0,,,,,,,,0.12,0.00,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom_cairney_fulham
ENG-Premier League,25/26,Arsenal,Riccardo Calafiori,ITA,DF,23-356,2002,23,19,1538,17.1,1,2,3,1,0,0,5,0,,,,,,,,0.06,0.12,0.18,0.06,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riccardo_calafiori_arsenal
ENG-Premier League,25/26,Leeds United,Dominic Calvert-Lewin,ENG,FW,29-055,1997,32,27,2473,27.5,12,1,13,9,3,4,2,0,,,,,,,,0.44,0.04,0.47,0.33,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominic_calvert_lewin_leeds_united
ENG-Premier League,25/26,Crystal Palace,Jaydee Canvot,FRA,DF,19-285,2006,17,11,1066,11.8,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaydee_canvot_crystal_palace
ENG-Premier League,25/26,Brentford,Fabio Carvalho,POR,MF,23-253,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,,,,,,,,0.88,0.00,0.88,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fabio_carvalho_brentford
ENG-Premier League,25/26,Manchester Utd,Casemiro,BRA,MF,34-076,1992,33,32,2491,27.7,9,2,11,9,0,0,10,1,,,,,,,,0.33,0.07,0.40,0.33,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,casemiro_manchester_utd
ENG-Premier League,25/26,Aston Villa,Matty Cash,POL,DF,28-276,1997,32,32,2800,31.1,3,3,6,3,0,0,8,0,,,,,,,,0.10,0.10,0.19,0.10,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matty_cash_aston_villa
ENG-Premier League,25/26,Fulham,Timothy Castagne,BEL,"DF,MF",30-156,1995,28,18,1665,18.5,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timothy_castagne_fulham
ENG-Premier League,25/26,West Ham,Valentín Castellanos,ARG,FW,27-219,1998,15,15,1166,13.0,4,0,4,4,0,0,5,0,,,,,,,,0.31,0.00,0.31,0.31,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valentin_castellanos_west_ham
ENG-Premier League,25/26,Chelsea,Trevoh Chalobah,ENG,DF,26-309,1999,32,31,2740,30.4,3,0,3,3,0,0,3,1,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trevoh_chalobah_chelsea
ENG-Premier League,25/26,Manchester City,Rayan Cherki,FRA,MF,22-266,2003,30,19,1706,19.0,4,11,15,4,0,0,1,0,,,,,,,,0.21,0.58,0.79,0.21,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rayan_cherki_manchester_city
ENG-Premier League,25/26,Liverpool,Federico Chiesa,ITA,MF,28-197,1997,25,1,314,3.5,2,1,3,2,0,0,3,0,,,,,,,,0.57,0.29,0.86,0.57,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,federico_chiesa_liverpool
ENG-Premier League,25/26,Wolves,Tawanda Chirewa,ZIM,MF,22-210,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tawanda_chirewa_wolves
ENG-Premier League,25/26,Bournemouth,Ryan Christie,SCO,MF,31-077,1995,26,9,993,11.0,2,0,2,2,0,0,3,1,,,,,,,,0.18,0.00,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ryan_christie_bournemouth
ENG-Premier League,25/26,Fulham,Samuel Chukwueze,NGA,MF,26-353,1999,22,10,1067,11.9,3,4,7,3,0,0,0,0,,,,,,,,0.25,0.34,0.59,0.25,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samuel_chukwueze_fulham
